index,gw1,gw2,gw3,s1,s2,s3,sv1,sv2,svalt1,svalt2
267,0.19061,0.05293,0.09192,1.76491,81.06083,11.55231,19.56131,253.14994,1.72369,0.51885
268,0.14141,0.18106,0.16898,8.34861,195.05862,1.61778,5.94433,81.63389,1.45558,1.5321
269,0.02195,0.11945,0.12625,3.26326,0.28692,19.86862,17.64048,154.03572,1.59041,1.97368
270,0.07911,0.05219,0.05008,18.99317,226.49312,3.41426,17.38345,244.11428,1.48398,1.8976
271,0.15419,0.14167,0.10361,17.10716,54.04639,11.59787,18.32859,257.74196,0.96393,1.56912
272,0.11588,0.10577,0.0636,18.06961,182.42383,15.03613,1.82291,149.2178,1.0737,1.65302
273,0.06924,0.13723,0.09507,8.78642,121.93699,17.37726,13.78613,292.20446,1.20778,0.55392
274,0.00586,0.19074,0.19711,3.7388,266.1442,14.99638,10.88507,44.10151,1.04736,1.9301
275,0.00719,0.01951,0.17471,5.58238,127.67767,8.11087,6.78475,290.22009,0.60708,1.49471
276,0.0787,0.02869,0.04143,7.19,94.49986,12.06658,1.59643,230.73724,0.56325,1.06338
277,0.12625,0.06733,0.02344,8.08349,0.82998,4.67366,18.5023,34.9698,0.77726,1.42277
278,0.02549,0.00757,0.02848,4.18995,296.73005,1.94415,1.37469,266.66216,0.72296,0.69744
279,0.02641,0.14729,0.08062,4.03032,159.88523,10.97984,15.71858,190.90329,1.8677,1.86715
280,0.09854,0.04318,0.00206,1.82407,243.61305,12.34135,10.44091,187.34232,1.64207,0.62911
281,0.12747,0.02328,0.1783,15.2387,246.93637,13.30379,19.62273,26.81185,0.65611,1.84493
282,0.1826,0.19168,0.13268,6.9859,140.89449,15.49481,18.40714,22.42469,1.37435,0.69343
283,0.12629,0.15228,0.1839,8.7451,243.99455,15.71329,9.33745,113.16079,1.17026,1.77474
284,0.09574,0.04274,0.10366,9.80262,127.25014,14.29749,7.64842,33.86381,0.95932,0.55427
285,0.06542,0.0492,0.02442,16.35016,34.67312,2.22004,16.38394,46.88784,1.1569,0.75241
286,0.15729,0.14761,0.11101,10.67839,290.2124,10.90788,16.69055,137.97509,1.59341,1.88008
287,0.07696,0.01212,0.17678,14.77561,19.98821,1.60106,19.87632,288.043,1.36355,0.96721
288,0.17021,0.08192,0.08107,8.0874,62.10756,6.53017,18.4214,265.84376,1.11848,1.87899
289,0.19315,0.10696,0.06145,11.00064,32.62018,11.22019,13.75417,277.19359,1.79684,1.77059
290,0.01083,0.02653,0.15034,0.66935,124.18703,7.4453,9.20151,39.92456,1.24347,1.80626
291,0.12574,0.13378,0.19664,2.41993,224.25394,17.743,19.02191,236.6197,1.19655,1.98776
292,0.05693,0.01766,0.11016,17.06649,183.25695,19.21692,12.87028,147.27157,0.97636,0.95964
293,0.10169,0.08559,0.07091,12.9005,202.42671,11.04812,1.83461,219.44501,1.18863,1.53455
294,0.10697,0.12752,0.00436,1.36986,113.12715,1.35296,1.903,8.52497,1.06827,1.91053
295,0.08991,0.02126,0.17785,10.75756,56.50811,8.88177,4.04468,26.52775,0.54306,0.98871
296,0.19438,0.09141,0.18596,3.56345,46.22066,17.03605,8.61827,184.23043,1.18085,0.76655
297,0.08722,0.16195,0.15886,6.97911,35.3306,4.73114,9.1737,186.72689,1.15794,0.62669
298,0.12238,0.11946,0.10073,3.61721,234.37424,8.64622,14.20859,242.61374,1.7821,0.52257
299,0.19927,0.07494,0.19987,6.1236,121.4047,7.30764,16.02534,180.67161,0.89558,1.36968
300,0.02257,0.0942,0.18666,13.09615,287.29132,19.04399,11.4944,201.8998,1.62524,1.78016
301,0.15765,0.00783,0.15528,1.48019,27.16602,10.11614,1.30404,124.47117,1.50367,1.06799
302,0.16421,0.08303,0.08403,9.31198,54.61018,11.91258,15.7223,247.49197,1.04778,0.8214
303,0.04777,0.1236,0.17444,9.29362,27.93157,17.81124,8.30423,118.91661,1.08358,1.56841
304,0.05183,0.07613,0.05197,14.25535,78.55112,10.37251,4.38258,57.29863,1.8902,1.30675
305,0.09708,0.15322,0.01809,3.33143,115.52314,12.24376,7.6355,186.76221,1.33296,1.1017
306,0.01531,0.0166,0.12179,15.71283,124.76583,16.32596,6.81872,206.93445,1.64188,0.77239
307,0.10817,0.13583,0.10791,9.52638,295.6975,15.19596,18.49542,65.45916,1.05937,1.09122
308,0.03159,0.19945,0.16789,14.55216,176.92974,12.26535,15.62757,161.02867,1.64265,1.50163
309,0.03595,0.19976,0.13766,13.60312,35.50477,18.67786,17.46091,93.56045,0.57806,0.61586
310,0.18889,0.00689,0.05735,4.05787,2.67473,8.20601,11.54841,275.05737,0.60959,0.85354
311,0.10741,0.1772,0.0573,14.06604,137.07479,6.21766,15.42828,139.01925,1.33256,0.84048
312,0.02821,0.15909,0.05614,19.96851,38.92187,18.22369,12.73193,84.86778,0.73942,1.30888
313,0.14195,0.11707,0.12621,4.6194,236.02407,9.83879,19.2125,260.21938,1.7535,1.8401
314,0.14399,0.19853,0.15843,9.33915,2.62295,12.23876,12.10235,114.20359,1.05999,1.14918
315,0.06659,0.05731,0.03264,2.91074,279.62501,18.38393,16.34017,42.56659,1.28472,1.27954
316,0.03137,0.03628,0.09683,17.76384,168.71722,8.52263,11.25135,98.9712,1.95453,0.88065
317,0.14784,0.01064,0.11647,15.22543,229.51262,3.25738,16.94808,256.34129,1.399,1.21294
318,0.11579,0.1459,0.10729,16.11449,222.35532,0.62555,14.36789,202.96389,1.77921,1.80719
319,0.0368,0.01544,0.07879,17.37816,276.93788,8.14321,19.07309,285.29512,1.81373,0.68025
320,0.07317,0.11747,0.12509,9.78432,51.36658,17.8615,4.84765,85.96158,1.30919,1.02567
321,0.04613,0.02478,0.11628,2.2585,74.08173,10.76705,17.14491,194.83026,1.9237,1.3162
322,0.03764,0.03652,0.03098,6.8342,200.0273,0.55477,8.65472,177.73996,1.40731,1.81071
323,0.12152,0.18402,0.13428,4.0866,285.51679,17.09151,6.02941,6.59083,1.32876,1.42603
324,0.02307,0.03796,0.01103,5.65479,187.66927,10.21377,19.89172,156.08489,1.62201,0.5144
325,0.1536,0.09978,0.15795,8.79239,252.43619,0.11228,17.76769,68.95424,1.53617,0.72886
326,0.06461,0.04351,0.06302,1.06061,244.15769,12.68846,8.66886,245.09575,0.77453,1.20133
327,0.0295,0.18596,0.03491,17.43257,179.1606,17.192,6.47262,65.22572,1.87373,1.84865
328,0.1493,0.05316,0.06999,4.11967,78.71114,14.15384,9.86725,155.41089,0.98586,1.19911
329,0.18892,0.0872,0.01759,12.90828,106.51516,16.69415,14.34417,168.64188,1.95508,1.24922
330,0.01499,0.19186,0.06049,11.59825,267.4527,9.7279,4.84011,288.53852,1.67281,1.75941
331,0.12963,0.14118,0.06093,13.58073,62.10008,19.87751,12.54441,46.53064,0.83252,1.06669
332,0.06782,0.08267,0.00215,9.38012,231.77354,17.76781,15.9862,183.25419,1.57632,0.81207
333,0.19293,0.0322,0.01631,18.03405,190.43551,14.61188,1.03639,124.36916,1.15818,0.61979
334,0.05171,0.05192,0.13767,11.42932,114.79308,1.32466,2.25844,210.21336,1.60543,0.64602
335,0.03645,0.09877,0.19138,10.50968,159.41058,16.4017,11.54198,159.64523,1.3281,1.30206
336,0.00483,0.13647,0.11774,17.64265,25.14187,19.20222,6.40849,163.07168,0.93595,0.63513
337,0.00545,0.16667,0.15355,2.89915,43.53204,14.58835,13.03836,256.87369,0.58879,1.07052
338,0.02349,0.16011,0.19871,18.13904,50.07819,1.98185,5.90225,93.48906,1.71665,1.29443
339,0.1099,0.18726,0.12952,16.76199,8.21046,3.4863,3.58748,146.98472,1.56881,1.52426
340,0.05541,0.02337,0.18229,19.45155,129.21448,16.39528,2.36002,130.18442,1.14459,0.7164
341,0.15897,0.16616,0.09742,12.51734,296.96481,3.12924,10.03648,205.16592,1.53304,1.42237
342,0.12141,0.02428,0.04203,8.07,45.94623,2.54506,8.06515,173.79958,1.35768,1.81779
343,0.08337,0.17768,0.06412,9.32862,119.67861,16.98877,9.73547,103.57104,0.77639,1.76303
344,0.04222,0.15572,0.02691,7.9697,193.98144,16.6896,8.96737,58.92454,1.62374,1.50834
345,0.00907,0.02797,0.02044,8.56534,214.14099,19.69281,11.56879,207.43829,1.22045,1.09364
346,0.00925,0.18835,0.08778,7.62174,287.05521,1.85969,0.92159,132.91233,0.68577,1.45227
347,0.1763,0.05948,0.19028,12.03886,32.48359,12.55753,2.13821,18.60188,0.69389,1.1396
348,0.18811,0.05059,0.11972,4.21634,201.45233,4.89272,0.09833,60.46315,0.54441,0.73132
349,0.18349,0.12522,0.18863,6.96481,219.05686,10.21012,1.73894,144.77063,1.33775,0.50828
350,0.15082,0.15406,0.18575,2.55047,145.70471,19.79271,2.12329,128.34934,0.63155,1.54691
351,0.13222,0.02962,0.14603,9.32975,82.9793,11.46899,0.06187,147.46594,1.2513,0.62831
352,0.04947,0.1782,0.18187,8.17033,193.07012,2.11922,15.82728,76.74978,1.32162,0.87611
353,0.07869,0.19404,0.03234,15.83957,297.19172,10.29762,10.89081,114.46099,1.62138,1.49297
354,0.04533,0.13918,0.1385,5.51498,50.11295,1.62939,1.17935,167.06793,0.57238,0.52428
355,0.05918,0.10281,0.02738,11.58939,227.12659,9.53208,17.71204,225.9024,1.51621,1.13856
356,0.05888,0.12219,0.01514,1.00012,180.69634,10.47455,15.30786,32.58626,0.61382,1.69196
357,0.08837,0.08269,0.03969,6.46754,88.52512,0.40568,14.05015,14.63981,1.6033,0.91183
358,0.10062,0.04678,0.16969,9.56734,257.39804,10.40506,1.93264,252.78874,0.95274,1.72904
359,0.08082,0.15419,0.09949,12.43794,75.71341,5.77115,3.74963,56.62339,1.63076,1.79982
360,0.16278,0.06521,0.00204,4.86457,106.58002,15.6831,18.28814,129.80642,0.68189,1.06966
361,0.11968,0.19502,0.06239,12.11492,221.98372,13.29685,0.90248,149.5894,0.52229,1.22696
362,0.01315,0.09913,0.16153,13.14421,45.59758,5.21798,7.17628,299.58169,1.02711,1.04799
363,0.03146,0.1321,0.02863,2.6696,109.52795,15.44987,14.91435,132.94854,0.73262,1.26926
364,0.19447,0.11738,0.03768,12.90225,214.33042,16.49597,4.01351,119.01904,0.99531,1.37516
365,0.02521,0.1757,0.19983,5.30269,113.34545,4.5178,7.25569,218.88994,1.43771,1.13451
366,0.0626,0.00587,0.08115,4.83517,25.05798,1.56822,18.62728,252.53308,0.52363,1.6887
367,0.10489,0.19993,0.04589,19.37068,283.35887,0.59006,10.21145,120.48605,0.66788,0.83502
368,0.07077,0.07835,0.07694,18.78198,254.98135,19.85135,0.11308,137.28817,1.64877,1.4282
369,0.17415,0.11678,0.12756,16.93829,28.07261,14.32879,3.57298,216.42464,1.99424,1.55552
370,0.10623,0.0839,0.10286,18.88625,247.04825,7.93615,16.70578,238.5861,0.71546,1.29789
371,0.19019,0.10809,0.0437,7.96901,89.71343,2.68449,17.10692,187.73536,1.19271,1.70169
372,0.19511,0.154,0.0456,11.66604,39.58606,17.74629,14.66591,223.11198,1.85507,0.82176
373,0.15565,0.10935,0.04844,8.70822,196.56103,6.58836,3.95637,177.69962,1.27627,1.42406
374,0.03157,0.04973,0.05254,11.07771,111.88916,4.98793,8.3076,238.74717,1.04338,1.65202
375,0.07069,0.15207,0.1588,14.0714,73.85084,11.89042,6.10957,150.96221,1.53936,0.52297
376,0.05461,0.05393,0.0786,19.21423,269.22002,4.93502,11.58459,125.18799,0.96792,1.58295
377,0.09624,0.00945,0.19479,10.44097,288.7934,18.18941,11.0265,60.95279,0.81036,1.61687
378,0.19014,0.01474,0.14468,6.13082,162.54325,7.47847,11.69571,149.68985,1.6932,1.14932
379,0.12969,0.17222,0.04847,4.45935,146.69652,2.50499,18.54258,10.62576,0.67485,1.58235
380,0.15807,0.09259,0.05228,10.19746,225.48675,4.22733,9.75724,159.91714,1.80959,1.29823
381,0.04058,0.08041,0.06744,2.3623,210.30376,6.27886,9.85028,124.31057,0.77572,1.17765
382,0.13167,0.14624,0.10198,14.12832,97.1481,11.86237,3.67677,171.28061,1.35857,1.12357
383,0.10209,0.01214,0.06391,13.92849,193.24669,11.29327,0.31157,132.11632,1.50358,0.57628
384,0.10817,0.03347,0.03173,11.69433,230.3282,10.76542,12.48938,124.63478,1.23528,1.92648
385,0.15295,0.07425,0.14533,7.83739,88.64284,14.95527,7.9939,76.66208,1.53574,1.93287
386,0.02808,0.05328,0.16313,10.57506,195.4676,8.81452,3.06723,120.39429,1.96299,1.32809
387,0.14291,0.12097,0.02041,3.08327,7.01305,18.30323,6.16665,286.40736,0.75841,1.18286
388,0.08684,0.1069,0.15589,7.80303,29.50581,9.726,7.70903,291.52992,0.63737,1.65086
389,0.13277,0.07882,0.17944,0.4115,171.13282,8.62796,5.49893,162.24666,1.27976,0.70189
390,0.10635,0.19785,0.16449,16.12209,295.78776,19.28283,15.39877,15.10842,0.69974,1.79787
391,0.07385,0.08273,0.08098,9.63221,18.50666,0.4116,6.66789,237.94159,1.88407,0.55686
392,0.10697,0.18946,0.07832,17.82863,135.91174,6.6567,8.4045,41.00424,1.07141,1.48366
393,0.1399,0.1419,0.17374,1.17112,271.64156,16.06693,9.35678,144.25576,1.87099,1.73124
394,0.18217,0.08349,0.15475,9.18568,182.5572,11.15622,18.20928,109.78809,1.274,1.43004
395,0.18131,0.19917,0.19437,16.8535,6.28723,17.27743,12.3901,183.08288,0.84972,0.54443
396,0.17698,0.00133,0.18086,17.52286,270.34546,17.68468,19.4152,20.42278,1.36982,1.02979
397,0.05015,0.005,0.12965,18.37528,89.17398,17.5463,9.20745,120.66335,1.0868,0.74537
398,0.03074,0.0487,0.072,17.94707,234.84906,14.03634,2.2627,286.76163,1.2826,0.99357
399,0.06638,0.05484,0.17281,11.38194,7.79777,14.3002,14.9794,168.10898,0.84579,0.77599
400,0.18514,0.00422,0.00274,9.9589,15.29158,0.63136,13.95361,92.64258,0.64219,1.77193
401,0.08358,0.06093,0.10637,9.02454,167.21352,2.17509,11.98715,83.33315,0.92546,1.72158
402,0.1513,0.09993,0.18446,6.35454,240.60447,1.66845,9.89265,259.29639,1.885,1.96054
403,0.0268,0.15989,0.1342,7.56382,147.96168,3.04717,14.7745,274.98814,0.77618,0.81098
404,0.04318,0.13935,0.05145,9.91941,10.49795,6.81634,14.1356,114.55113,1.49533,1.00445
405,0.18733,0.06428,0.07631,0.77175,30.25321,6.56052,13.34829,32.74757,1.646,1.34001
406,0.06623,0.18953,0.12126,18.6256,190.63783,15.73192,9.27214,159.79147,1.84358,1.67503
407,0.04572,0.16812,0.04915,9.69524,28.28108,15.37793,16.78044,80.47182,0.99706,1.65381
408,0.02445,0.14674,0.18934,17.25145,15.82848,1.50562,2.25003,15.41208,1.61146,0.75622
409,0.16803,0.14146,0.01357,12.71205,259.75754,10.36966,6.143,231.9295,1.03524,0.8623
410,0.06179,0.18089,0.00704,16.00721,223.64359,13.09414,14.96116,72.53233,0.8086,1.84304
411,0.0534,0.08008,0.16045,12.8346,198.22509,8.87037,1.71978,239.81349,0.941,1.35054
412,0.10469,0.0753,0.06246,10.97099,150.78735,9.63462,1.15962,297.59322,1.54445,1.66704
413,0.0632,0.14305,0.01289,7.55932,48.80896,19.00594,12.12524,296.5543,1.64709,0.68902
414,0.19297,0.07241,0.01306,14.17746,52.33944,1.3859,2.80465,184.95188,1.59378,1.22788
415,0.12858,0.17883,0.08058,12.43891,1.83206,11.56957,15.56973,215.59753,0.83607,1.68069
416,0.08085,0.02747,0.13892,4.8056,241.0744,14.41798,16.81603,0.4432,1.38396,0.95774
417,0.13706,0.10853,0.02397,8.76821,21.59133,9.53002,13.94778,290.37903,0.70885,1.87954
418,0.04182,0.01179,0.13674,18.60364,80.77673,7.76704,13.15828,279.52713,0.75748,0.96302
419,0.0748,0.07012,0.06646,12.41595,29.31395,17.46165,9.16764,116.0854,0.82902,0.93881
420,0.08487,0.01083,0.01343,7.83919,253.36345,17.46326,13.57973,59.9816,1.85156,1.56494
421,0.10893,0.09425,0.13818,6.723,293.5065,8.86079,12.232,219.83992,0.88533,0.72643
422,0.1213,0.02063,0.04808,14.12154,105.6117,13.07811,11.55247,11.50362,1.97706,1.39571
423,0.13961,0.13069,0.15542,18.89763,193.22453,8.24294,7.12231,46.3061,1.38521,1.29127
424,0.05385,0.13775,0.09122,1.28517,130.35952,17.87618,4.68543,50.30022,1.5533,0.90902
425,0.09502,0.13617,0.1759,14.55124,10.26505,4.93012,19.23786,194.69648,0.76544,1.47965
426,0.15736,0.03106,0.13377,3.62666,231.73175,10.3027,18.98421,262.96229,1.53495,0.58037
427,0.06116,0.0964,0.17898,10.42089,231.40178,1.95849,6.68457,78.47837,1.34885,1.1248
428,0.03716,0.13379,0.12429,4.45333,28.90042,5.40097,14.56462,106.90133,1.17286,0.9775
429,0.05281,0.07455,0.04677,7.30349,109.55811,2.13244,7.19256,219.57158,1.59428,0.73912
430,0.09558,0.0223,0.09205,5.74881,176.83183,17.82586,1.25078,179.6399,1.59127,0.65851
431,0.14104,0.14028,0.06628,2.5799,43.40154,10.99637,10.15172,64.9286,1.80577,1.84386
432,0.13226,0.05539,0.07277,14.10353,125.3295,6.91321,10.81229,208.54018,1.31483,1.85234
433,0.01764,0.01126,0.0933,7.75763,151.41784,7.95201,17.29811,201.30052,1.65831,0.73436
434,0.0413,0.03473,0.08603,17.16284,193.14088,17.07409,1.81597,254.35913,1.86864,1.6993
435,0.12959,0.08794,0.1815,4.6034,291.38152,19.2006,13.9976,236.22591,0.77466,1.98854
436,0.13511,0.12389,0.16366,19.28993,42.31093,0.72383,4.43094,94.19494,1.0653,1.26248
437,0.02643,0.19828,0.02026,19.65891,68.41792,7.56958,14.84047,34.7061,0.79803,0.58457
438,0.05082,0.06108,0.03541,18.24384,31.59395,4.18168,11.22969,4.8375,0.70297,0.73001
439,0.06948,0.12676,0.13601,4.4128,81.99424,9.20417,3.20108,58.88361,1.02598,1.31925
440,0.14826,0.16304,0.16172,14.64875,153.50175,4.69182,18.95932,100.87095,1.89968,0.86373
441,0.18807,0.14975,0.074,8.16277,118.43744,7.07158,8.1751,296.59678,1.95606,1.79659
442,0.0814,0.11439,0.03308,4.44817,143.68706,7.64935,17.99983,285.17311,1.52823,1.26223
443,0.10768,0.08602,0.03404,18.6301,221.59832,16.72165,14.8469,112.23827,0.78155,1.61028
444,0.08204,0.04063,0.03353,18.06627,145.70059,4.24903,9.37253,115.63965,0.78359,1.40604
445,0.17114,0.19286,0.08858,7.76024,275.92883,18.651,18.57218,196.59818,0.74287,1.56426
446,0.15474,0.00174,0.1968,3.81868,89.76193,9.21074,16.19561,127.98703,1.73707,0.63083
447,0.16587,0.12885,0.15856,8.57874,256.16743,17.30717,18.08668,184.23264,0.51507,1.11575
448,0.0148,0.10049,0.13101,18.22464,122.50979,19.43067,2.67864,213.86587,0.8594,1.98033
449,0.19089,0.06193,0.12796,0.99729,277.2823,14.01715,13.10984,62.93159,1.40803,1.09317
450,0.19805,0.09374,0.02411,4.46871,124.42133,3.21825,8.64596,70.86636,1.67663,1.23088
451,0.12426,0.05038,0.14691,19.40962,85.71123,15.07995,3.89419,27.94225,1.64913,1.15337
452,0.13679,0.01399,0.10756,3.52019,127.24868,1.97662,10.5995,107.19574,0.7492,1.38526
453,0.13001,0.13847,0.08494,4.44933,115.51691,0.99049,4.19303,40.02057,1.89697,0.64356
454,0.03275,0.10768,0.07137,0.53754,124.21607,13.65263,18.19692,0.30596,1.18541,1.98397
455,0.06271,0.11672,0.11382,1.39112,260.52428,13.27648,8.69791,56.21349,1.42923,1.10256
456,0.07774,0.19614,0.19527,1.97098,91.26302,0.33443,5.17404,67.36126,0.79088,1.80353
457,0.18323,0.09543,0.10821,7.65494,143.07815,12.88621,13.69367,94.56488,0.50483,1.65392
458,0.13121,0.07136,0.17426,18.59188,255.55646,14.48858,17.83532,65.93338,0.80257,1.50824
459,0.15344,0.11149,0.02857,11.59684,47.52161,4.09177,12.79911,72.9345,0.64624,0.60738
460,0.03212,0.15221,0.07861,7.52906,299.37519,15.98744,2.44255,100.28654,1.515,1.21431
461,0.17172,0.12009,0.05759,14.14821,243.45655,19.59087,8.41503,57.79235,0.92275,0.70516
462,0.10394,0.02382,0.00407,10.02352,271.25299,8.26816,11.28494,210.534,1.69991,1.83335
463,0.17785,0.07939,0.14365,16.21218,132.50785,18.92031,10.89541,92.9983,0.66314,1.83004
464,0.08009,0.00783,0.18802,17.12611,180.89968,4.54141,6.48483,167.27046,0.65559,0.89796
465,0.09127,0.08496,0.17807,16.05345,196.1902,15.75236,6.28287,50.64516,0.67336,0.92241
466,0.02242,0.18563,0.00524,15.79763,194.03581,11.05276,4.53548,270.50038,1.40132,1.7647
467,0.0811,0.07616,0.19534,4.95706,233.46287,18.52728,9.24368,285.74528,1.78524,1.72537
468,0.08408,0.19039,0.1441,12.02383,125.87495,9.41384,12.69971,118.23657,0.52643,1.37152
469,0.16221,0.0085,0.14606,14.72837,289.64407,17.38505,5.41935,5.09866,0.7372,1.30006
470,0.0412,0.06352,0.13043,0.44363,74.01294,8.05347,11.5175,143.7873,0.53437,1.53992
471,0.13174,0.05922,0.02467,17.77321,93.14601,1.55147,9.2437,206.39135,0.68567,1.15319
472,0.18815,0.0864,0.02215,18.05629,84.47215,10.33865,17.2992,132.69479,1.84003,0.90463
473,0.0073,0.11875,0.02429,2.60625,36.87791,13.46668,17.53621,240.11708,1.61519,0.58405
474,0.08133,0.1453,0.1301,1.73202,172.94693,3.62606,16.85956,122.63416,0.53505,1.57025
475,0.17775,0.11608,0.06328,2.15856,283.51402,6.29564,5.06066,228.35075,1.84387,1.9514
476,0.11772,0.188,0.06361,7.71883,117.94157,10.56022,17.42953,238.83758,0.93844,0.70833
477,0.14615,0.06735,0.03715,10.49586,285.13507,15.64785,8.19413,222.01654,1.45136,1.05642
478,0.19123,0.10793,0.17051,2.3443,117.18423,12.55218,10.79041,266.58784,1.07269,1.88296
479,0.14318,0.04491,0.11167,15.95704,210.47187,16.58905,5.15357,24.04845,1.82857,1.59928
480,0.17948,0.18982,0.10193,10.63719,27.72914,12.56406,18.84922,245.11875,0.54921,1.11799
481,0.12726,0.05569,0.10523,2.18988,227.14177,8.52718,0.80152,298.3821,1.28263,1.18453
482,0.04233,0.00204,0.06693,12.84443,190.03982,8.85534,18.08298,126.2766,0.64524,1.46974
483,0.07083,0.1553,0.00457,7.00655,35.19358,5.85153,16.97632,258.86191,1.13974,0.53602
484,0.01655,0.05353,0.02478,14.43218,277.88506,11.39284,19.21327,268.68691,1.28612,1.38322
485,0.16412,0.13999,0.14352,11.67043,273.48925,13.35159,6.04349,203.82557,1.81147,1.32018
486,0.13257,0.04586,0.05537,12.36821,3.06183,17.53254,4.14227,100.20667,0.71497,1.97042
487,0.03094,0.12063,0.0359,10.18949,133.55106,9.60265,13.21652,267.79209,1.87004,0.89085
488,0.11105,0.09226,0.08007,7.64248,89.94603,19.7471,18.66725,260.47036,1.42778,0.90059
489,0.12898,0.15186,0.01934,7.52551,125.2532,12.96352,15.20079,255.41669,1.43086,1.41232
490,0.11809,0.16933,0.14723,1.64673,288.39304,2.10813,6.95794,134.71317,1.3059,1.7679
491,0.15185,0.17089,0.16161,15.33012,71.79195,5.07761,13.07004,114.67258,1.35481,1.39689
492,0.1241,0.09989,0.14575,7.39907,45.70462,18.29693,13.06682,127.18548,1.40361,0.6293
493,0.01273,0.08619,0.07108,6.61865,127.618,18.29217,0.92421,188.28947,0.94389,1.7952
494,0.1462,0.05689,0.04013,4.65821,85.52053,18.36755,12.76283,283.19574,1.80967,1.91103
495,0.05958,0.16612,0.05563,1.62422,225.40343,5.67657,11.11878,208.12617,1.43104,1.12268
496,0.12743,0.09706,0.15175,3.95382,65.10182,5.84598,2.60848,159.63602,0.9081,1.56431
497,0.17098,0.02181,0.0497,2.23159,264.09238,15.22831,13.43041,181.29481,0.56866,0.75477
498,0.07068,0.01193,0.12885,17.1251,284.7402,10.23293,17.03868,222.30306,1.33886,1.65999
499,0.02834,0.07427,0.11886,5.76652,210.81279,15.06974,17.06993,185.3227,1.91306,1.28653
500,0.14312,0.18726,0.17893,10.10054,211.53478,15.51743,7.6119,88.43173,1.26243,0.5094
501,0.13638,0.03306,0.06914,14.63675,246.02501,14.3068,7.51291,272.11719,1.17376,0.83382
502,0.14006,0.00619,0.04187,18.04558,155.08677,15.93102,11.6354,11.07978,0.95618,1.00806
503,0.07302,0.17992,0.03646,6.17192,124.96337,1.37335,16.49466,110.50086,0.85406,0.75329
504,0.03462,0.15184,0.17799,7.2191,146.60298,18.85246,1.60297,55.92215,1.96855,1.74496
505,0.06178,0.00335,0.039,3.63938,224.55062,2.30143,2.38609,93.75637,1.96476,0.75743
506,0.09808,0.15964,0.19604,13.15023,281.34078,19.25367,10.90231,192.3738,0.57306,1.89572
507,0.13089,0.00783,0.00106,4.96756,135.79864,14.31089,10.8219,180.81585,0.99107,0.80457
508,0.17236,0.03974,0.12411,2.47786,253.24349,1.85373,2.86123,194.77832,0.69989,0.99876
509,0.19295,0.04138,0.15016,14.20118,25.11106,6.05118,16.76877,81.92253,1.70585,1.47515
510,0.05273,0.12133,0.04033,18.03206,118.97215,16.39727,6.26288,149.85573,1.99771,0.8523
511,0.0959,0.09481,0.10564,15.92404,233.57879,18.60017,10.026,147.64957,0.87848,1.66551
512,0.10638,0.04618,0.14056,8.52451,43.01283,8.03944,17.3627,156.87404,0.88549,1.49548
513,0.12568,0.13975,0.11546,10.31753,124.67868,16.1369,10.8955,8.59695,1.52568,1.2479
514,0.17435,0.05652,0.03309,11.14504,90.26013,11.89189,17.17487,253.27267,0.68155,0.50357
515,0.16992,0.01127,0.09428,11.62815,93.093,13.73861,12.47337,89.68645,0.77551,0.51294
516,0.01418,0.04229,0.00973,7.1748,75.09675,17.59173,4.61474,202.52393,0.52375,0.66422
517,0.07929,0.15037,0.08952,4.27268,132.12322,0.80884,4.61311,257.58303,1.51639,0.87156
518,0.11792,0.09735,0.18777,15.26938,185.88495,15.19407,16.56704,208.9793,1.26293,1.03949
519,0.12761,0.18215,0.05478,13.1956,291.03875,18.59315,16.64041,54.2856,0.79153,1.08662
520,0.0594,0.17328,0.05011,3.49318,158.53672,4.99257,10.51415,251.64609,0.87605,1.30008
521,0.02744,0.06295,0.10022,1.34837,173.28353,19.11528,9.8638,98.82601,1.12781,0.75725
522,0.14849,0.01915,0.06363,0.61975,183.17804,14.04438,11.75196,210.6389,1.55269,0.50545
523,0.0172,0.0069,0.02993,14.86118,132.64997,6.34547,12.87783,178.81516,1.89314,0.9097
524,0.07809,0.01722,0.16654,13.08866,55.9349,7.29799,7.02507,184.08131,0.72631,1.08478
525,0.19186,0.12833,0.03039,7.04007,59.41101,6.04404,18.22676,147.51723,0.58092,1.47809
526,0.13384,0.15539,0.05211,19.90989,75.9935,3.16366,16.14451,64.24917,1.27558,1.17499
527,0.04328,0.02528,0.03706,4.3804,180.91905,15.48934,16.46641,132.1797,1.61833,1.05642
528,0.19705,0.18001,0.07783,3.71562,138.71681,5.91425,3.42626,138.1286,1.55467,1.75641
529,0.08678,0.10772,0.07224,12.86339,139.51263,8.04954,19.26947,222.75312,1.87326,0.53844
530,0.0798,0.13317,0.00439,6.40946,58.91335,7.32212,0.15416,268.72495,0.61323,1.21383
531,0.16874,0.06039,0.10636,19.12804,268.82593,1.32749,3.32231,220.23184,1.78613,1.18542
532,0.05041,0.19182,0.11828,4.46155,69.64462,9.48982,17.11752,265.13085,1.64716,1.48896
533,0.0146,0.04188,0.15305,14.83289,262.16696,19.71655,1.78218,183.60698,1.23561,1.48125
534,0.16932,0.03226,0.17553,12.43699,108.58242,8.05337,3.31357,23.78257,0.82656,1.15695
